"","mean.lam","grid","trip","transmice","rep.number","month","year","seed","season","dec","year.dec"
"112",5.29742514715151,"hol M2",20,5.29742514715151,6,"Aug",2004,3.27581295400524,1,0.5,2004.5
"113",2.246327054186,"hol MR1",1,2.246327054186,7,"May",1999,4.68168549500184,0,0.25,1999.25
"114",2.74827498660529,"hol MR1",2,2.74827498660529,7,"Aug",1999,4.68168549500184,1,0.5,1999.5
"115",4.47935340206016,"hol MR1",3,4.47935340206016,7,"Nov",1999,4.68168549500184,2,0.75,1999.75
"116",6.68923479767555,"hol MR1",4,6.68923479767555,7,"Feb",2000,6.28368510184232,3,0,2000
"117",13.2926636061606,"hol MR1",5,13.2926636061606,7,"May",2000,6.28368510184232,0,0.25,2000.25
"118",15.4589853970327,"hol MR1",6,15.4589853970327,7,"Aug",2000,6.28368510184232,1,0.5,2000.5
"119",23.0096046796654,"hol MR1",7,23.0096046796654,7,"Nov",2000,6.28368510184232,2,0.75,2000.75
"120",16.1861226998267,"hol MR1",8,16.1861226998267,7,"Feb",2001,0,3,0,2001
"121",13.4255017466684,"hol MR1",9,13.4255017466684,7,"May",2001,0,0,0.25,2001.25
"122",2.53586313968978,"hol MR1",10,2.53586313968978,7,"Aug",2001,0,1,0.5,2001.5
"123",0.987142364883436,"hol MR1",11,0.987142364883436,7,"Nov",2001,0,2,0.75,2001.75
"124",1.17180293106116,"hol MR1",12,1.17180293106116,7,"May",2002,0,0,0.25,2002.25
"125",0.775037782358176,"hol MR1",13,0.775037782358176,7,"Nov",2002,0,2,0.75,2002.75
"126",1.5422811095042,"hol MR1",14,1.5422811095042,7,"Feb",2003,7.78525139280414,3,0,2003
"127",4.13836090578397,"hol MR1",15,4.13836090578397,7,"May",2003,7.78525139280414,0,0.25,2003.25
"128",8.59518588756238,"hol MR1",16,8.59518588756238,7,"Aug",2003,7.78525139280414,1,0.5,2003.5
"129",7.53011482500822,"hol MR1",17,7.53011482500822,7,"Nov",2003,7.78525139280414,2,0.75,2003.75
"130",8.36892283993215,"hol MR1",18,8.36892283993215,7,"Feb",2004,2.41465338959782,3,0,2004
"131",3.82949250534082,"hol MR1",19,3.82949250534082,7,"May",2004,2.41465338959782,0,0.25,2004.25
"132",2.95892694291104,"hol MR1",20,2.95892694291104,7,"Aug",2004,2.41465338959782,1,0.5,2004.5
"133",29.4315011278654,"hol MR2",1,29.4315011278654,8,"May",1999,2.41465338959782,0,0.25,1999.25
"134",25.0046224055824,"hol MR2",2,25.0046224055824,8,"Aug",1999,2.41465338959782,1,0.5,1999.5
"135",16.8721498078592,"hol MR2",3,16.8721498078592,8,"Nov",1999,2.41465338959782,2,0.75,1999.75
"136",25.658985610185,"hol MR2",4,25.658985610185,8,"Feb",2000,7.36506198202914,3,0,2000
"137",94.9065154283832,"hol MR2",5,94.9065154283832,8,"May",2000,7.36506198202914,0,0.25,2000.25
"138",95.315230681735,"hol MR2",6,95.315230681735,8,"Aug",2000,7.36506198202914,1,0.5,2000.5
"139",97.8116283101676,"hol MR2",7,97.8116283101676,8,"Nov",2000,7.36506198202914,2,0.75,2000.75
"140",48.0058420390693,"hol MR2",8,48.0058420390693,8,"Feb",2001,0,3,0,2001
"141",18.1618627674649,"hol MR2",9,18.1618627674649,8,"May",2001,0,0,0.25,2001.25
"142",2.95377614587084,"hol MR2",10,2.95377614587084,8,"Aug",2001,0,1,0.5,2001.5
"143",1.34049485666389,"hol MR2",11,1.34049485666389,8,"Nov",2001,0,2,0.75,2001.75
"144",1.55290069515392,"hol MR2",12,1.55290069515392,8,"May",2002,0,0,0.25,2002.25
"145",1.30907438999462,"hol MR2",13,1.30907438999462,8,"Nov",2002,0,2,0.75,2002.75
"146",1.09415375893215,"hol MR2",14,1.09415375893215,8,"Feb",2003,6.75891637279354,3,0,2003
"147",3.27021156596269,"hol MR2",15,3.27021156596269,8,"May",2003,6.75891637279354,0,0.25,2003.25
"148",20.3504484343493,"hol MR2",16,20.3504484343493,8,"Aug",2003,6.75891637279354,1,0.5,2003.5
"149",24.5735585146091,"hol MR2",17,24.5735585146091,8,"Nov",2003,6.75891637279354,2,0.75,2003.75
"150",15.8487426767691,"hol MR2",18,15.8487426767691,8,"Feb",2004,0,3,0,2004
"151",6.88626227260183,"hol MR2",19,6.88626227260183,8,"May",2004,0,0,0.25,2004.25
"152",3.83874375391377,"hol MR2",20,3.83874375391377,8,"Aug",2004,0,1,0.5,2004.5
